id,name,height,weight,hp,attack,defense,s_attack,s_defense,speed,type,evo_set,info,total_stats,physical_bias,offensive_bias,stat_variance,weight_height_ratio,evo_set_size,hp_category,attack_category,defense_category,s_attack_category,s_defense_category,speed_category,total_stats_category
916,oinkologne,10,1200,110,100,75,59,80,65,{normal},481,"Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail.",489,1.2589928057553956,1.0258064516129033,329.5833333333333,120.0,2,High,Medium,Medium,Low,Medium,Low,High
917,tarountula,3,40,35,41,45,29,40,20,{bug},482,"The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokémon’s natural enemy.",210,1.2463768115942029,0.8235294117647058,70.33333333333333,13.333333333333334,2,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low
918,spidops,10,165,60,79,92,52,86,35,{bug},482,It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.,404,1.2391304347826086,0.7359550561797753,404.5555555555555,16.5,2,Low,Medium,High,Low,Medium,Very Low,Low
919,nymble,2,10,33,46,40,21,25,45,{bug},483,"It has its third set of legs folded up. When it’s in a tough spot, this Pokémon jumps over 30 feet using the strength of its legs.",210,1.8695652173913044,1.0307692307692307,91.0,5.0,2,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low
920,lokix,10,175,71,102,78,52,55,92,"{bug,dark}",483,"When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order.",450,1.6822429906542056,1.1578947368421053,328.6666666666667,17.5,2,Medium,High,Medium,Low,Low,High,Medium
921,pawmi,3,25,45,50,20,40,25,60,{electric},484,It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.,240,1.0769230769230769,2.0,191.66666666666666,8.333333333333334,3,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low
922,pawmo,4,65,60,75,40,50,40,85,"{electric,fighting}",484,"When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks.",350,1.2777777777777777,1.5625,288.8888888888889,16.25,3,Low,Low,Very Low,Low,Very Low,Medium,Low
923,pawmot,9,410,70,115,70,70,60,105,"{electric,fighting}",484,"This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements.",490,1.4230769230769231,1.4230769230769231,422.22222222222223,45.55555555555556,3,Medium,High,Low,Medium,Low,High,High
924,tandemaus,3,18,50,50,45,40,45,75,{normal},485,"Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them.",305,1.1176470588235294,1.0,128.47222222222223,6.0,2,Very Low,Very Low,Very Low,Very Low,Very Low,Medium,Very Low
925,maushold,3,23,74,75,70,65,75,111,{normal},485,"The two little ones just appeared one day. The group might be a family of related Pokémon, but nobody knows for sure.",470,1.0357142857142858,0.9655172413793104,225.88888888888889,7.666666666666667,2,Medium,Low,Low,Low,Medium,High,Medium
926,fidough,3,109,37,55,70,30,55,65,{fairy},486,This Pokémon is smooth and moist to the touch. Yeast in Fidough’s breath induces fermentation in the Pokémon’s vicinity.,312,1.4705882352941178,0.68,203.33333333333334,36.333333333333336,2,Very Low,Very Low,Low,Very Low,Low,Low,Low
927,dachsbun,5,149,57,80,115,50,80,95,{fairy},486,"The pleasant aroma that emanates from this Pokémon’s body helps wheat grow, so Dachsbun has been treasured by farming villages.",477,1.5,0.6666666666666666,479.5833333333333,29.8,2,Low,Medium,High,Low,Medium,High,Medium
928,smoliv,3,65,41,35,45,58,51,30,"{grass,normal}",487,It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.,260,0.7339449541284404,0.96875,88.22222222222221,21.666666666666668,3,Very Low,Very Low,Very Low,Low,Low,Very Low,Very Low
929,dolliv,6,119,52,53,60,78,78,33,"{grass,normal}",487,"Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone.",354,0.7243589743589743,0.9492753623188406,247.33333333333334,19.833333333333332,3,Low,Very Low,Low,Medium,Medium,Very Low,Low
930,arboliva,14,482,78,69,90,125,109,39,"{grass,normal}",487,"This calm Pokémon is very compassionate. It will share its delicious, nutrient-rich oil with weakened Pokémon.",510,0.6794871794871795,0.9748743718592965,770.3333333333334,34.42857142857143,3,Medium,Low,Medium,High,High,Very Low,High
931,squawkabilly,6,24,82,96,51,45,51,92,"{normal,flying}",488,"These Pokémon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory.",417,1.53125,1.3823529411764706,441.5833333333333,4.0,1,Medium,Medium,Low,Very Low,Low,High,Medium
932,nacli,4,160,55,55,75,35,35,25,{rock},489,"It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt.",280,1.8571428571428572,0.8181818181818182,280.5555555555556,40.0,3,Low,Very Low,Medium,Very Low,Very Low,Very Low,Very Low
933,naclstack,6,1050,60,60,100,35,65,35,{rock},489,This Pokémon dry cures its prey by spraying salt over them. The curing process steals away the water in the prey’s body.,355,1.6,0.5757575757575758,478.47222222222223,175.0,3,Low,Low,High,Very Low,Low,Very Low,Low
934,garganacl,23,2400,100,100,130,45,90,35,{rock},489,Garganacl will rub its fingertips together and sprinkle injured Pokémon with salt. Even severe wounds will promptly heal afterward.,500,1.7037037037037037,0.6590909090909091,1097.2222222222224,104.34782608695652,3,High,Medium,High,Very Low,High,Very Low,High
935,charcadet,6,105,40,50,40,50,40,35,{fire},490,"Burnt charcoal came to life and became a Pokémon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents.",255,1.0,1.25,31.25,17.5,3,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low
936,armarouge,15,850,85,60,100,125,80,75,"{fire,psychic}",490,Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This Pokémon is incredibly loyal.,525,0.7804878048780488,1.0277777777777777,422.9166666666667,56.666666666666664,3,Medium,Low,High,High,Medium,Medium,High
937,ceruledge,16,620,75,125,80,60,100,85,"{fire,ghost}",490,The fiery blades on its arms burn fiercely with the lingering resentment of a sword wielder who fell before accomplishing their goal.,525,1.28125,1.0277777777777777,422.9166666666667,38.75,3,Medium,High,Medium,Low,High,Medium,High
938,tadbulb,3,4,61,31,41,59,35,45,{electric},491,"Tadbulb shakes its tail to generate electricity. If it senses danger, it will make its head blink on and off to alert its allies.",272,0.7659574468085106,1.1842105263157894,127.22222222222223,1.3333333333333333,2,Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low
939,bellibolt,12,1130,109,64,91,103,83,45,{electric},491,"When this Pokémon expands and contracts its wobbly body, the belly-button dynamo in its stomach produces a huge amount of electricity.",495,0.8333333333333334,0.9597701149425287,490.5833333333333,94.16666666666667,2,High,Low,High,High,Medium,Very Low,High
940,wattrel,4,36,40,40,35,55,40,70,"{electric,flying}",492,"When its wings catch the wind, the bones within produce electricity. This Pokémon dives into the ocean, catching prey by electrocuting them.",280,0.7894736842105263,1.2666666666666666,147.2222222222222,9.0,2,Very Low,Very Low,Very Low,Low,Very Low,Medium,Very Low
941,kilowattrel,14,386,70,70,60,105,60,125,"{electric,flying}",492,"Kilowattrel inflates its throat sac to amplify its electricity. By riding the wind, this Pokémon can fly over 430 miles in a day.",490,0.7878787878787878,1.4583333333333333,605.5555555555555,27.571428571428573,2,Medium,Low,Low,High,Low,High,High
942,maschiff,5,160,60,78,60,40,51,51,{dark},493,"It always scowls in an attempt to make opponents take it seriously, but even crying children will burst into laughter when they see Maschiff’s face.",340,1.5164835164835164,1.063063063063063,136.55555555555557,32.0,2,Low,Medium,Low,Very Low,Low,Low,Low
943,mabosstiff,11,610,80,120,90,60,70,85,{dark},493,This Pokémon can store energy in its large dewlap. Mabosstiff unleashes this energy all at once to blow away enemies.,505,1.6153846153846154,1.125,353.4722222222222,55.45454545454545,2,Medium,High,Medium,Low,Medium,Medium,High
944,shroodle,2,7,40,65,35,40,35,75,"{poison,normal}",494,"Though usually a mellow Pokémon, it will sink its sharp, poison-soaked front teeth into any that anger it, causing paralysis in the object of its ire.",290,1.3333333333333333,1.5,247.2222222222222,3.5,2,Very Low,Low,Very Low,Very Low,Very Low,Medium,Very Low
945,grafaiai,7,272,63,95,65,80,72,110,"{poison,normal}",494,The color of the poisonous saliva depends on what the Pokémon eats. Grafaiai covers its fingers in its saliva and draws patterns on trees in forests.,485,1.0526315789473684,1.2773722627737227,283.1388888888889,38.857142857142854,2,Low,Medium,Low,Medium,Medium,High,High
946,bramblin,6,6,40,65,30,45,35,60,"{grass,ghost}",495,A soul unable to move on to the afterlife was blown around by the wind until it got tangled up with dried grass and became a Pokémon.,275,1.1875,1.6923076923076923,161.80555555555557,1.0,2,Very Low,Low,Very Low,Very Low,Very Low,Low,Very Low
947,brambleghast,12,60,55,115,70,80,70,90,"{grass,ghost}",495,"It will open the branches of its head to envelop its prey. Once it absorbs all the life energy it needs, it expels the prey and discards it.",480,1.2333333333333334,1.3928571428571428,358.3333333333333,5.0,2,Low,High,Low,Medium,Medium,High,Medium
948,toedscool,9,330,40,40,35,50,100,70,"{ground,grass}",496,Toedscool lives in muggy forests. The flaps that fall from its body are chewy and very delicious.,335,0.5,0.6666666666666666,520.1388888888889,36.666666666666664,2,Very Low,Very Low,Very Low,Low,High,Medium,Low
949,toedscruel,19,580,80,70,65,80,120,100,"{ground,grass}",496,These Pokémon gather into groups and form colonies deep within forests. They absolutely hate it when strangers approach.,515,0.675,0.8108108108108109,353.4722222222222,30.526315789473685,2,Medium,Low,Low,Medium,High,High,High
950,klawf,13,790,70,100,115,35,55,75,{rock},497,"Klawf hangs upside-down from cliffs, waiting for prey. But Klawf can’t remain in this position for long because its blood rushes to its head.",450,2.388888888888889,0.7941176470588235,708.3333333333334,60.76923076923077,1,Medium,Medium,High,Very Low,Low,Medium,Medium
951,capsakid,3,30,50,62,40,62,40,50,{grass},498,"The more sunlight this Pokémon bathes in, the more spicy chemicals are produced by its body, and thus the spicier its moves become.",304,1.0,1.55,80.88888888888887,10.0,2,Very Low,Low,Very Low,Low,Very Low,Low,Very Low
952,scovillain,9,150,65,108,65,108,65,75,"{grass,fire}",498,The red head converts spicy chemicals into fire energy and blasts the surrounding area with a super spicy stream of flame.,486,1.0,1.6615384615384616,377.0,16.666666666666668,2,Low,High,Low,High,Low,Medium,High
953,rellor,2,10,41,50,60,31,58,30,{bug},499,This Pokémon creates a mud ball by mixing sand and dirt with psychic energy. It treasures its mud ball more than its own life.,270,1.2359550561797752,0.6864406779661016,142.66666666666666,5.0,2,Very Low,Very Low,Low,Very Low,Low,Very Low,Very Low
954,rabsca,3,35,75,50,85,115,100,45,"{bug,psychic}",499,"The body that supports the ball barely moves. Therefore, it is thought that the true body of this Pokémon is actually inside the ball.",470,0.627906976744186,0.8918918918918919,630.5555555555555,11.666666666666666,2,Medium,Very Low,Medium,High,High,Very Low,Medium
955,flittle,2,15,30,35,30,55,30,75,{psychic},500,Flittle’s toes levitate about half an inch above the ground because of the psychic power emitted from the frills on the Pokémon’s belly.,255,0.7647058823529411,1.5,289.5833333333333,7.5,2,Very Low,Very Low,Very Low,Low,Very Low,Medium,Very Low
956,espathra,19,900,95,60,60,101,60,105,{psychic},500,"It immobilizes opponents by bathing them in psychic power from its large eyes. Despite its appearance, it has a vicious temperament.",481,0.7453416149068323,1.3416666666666666,415.1388888888889,47.36842105263158,2,High,Low,Low,High,Low,High,High
957,tinkatink,4,89,50,45,45,35,64,58,"{fairy,steel}",501,"It swings its handmade hammer around to protect itself, but the hammer is often stolen by Pokémon that eat metal.",297,0.9090909090909091,0.7339449541284404,88.91666666666667,22.25,3,Very Low,Very Low,Very Low,Very Low,Low,Low,Very Low
958,tinkatuff,7,591,65,55,55,45,82,78,"{fairy,steel}",501,"This Pokémon will attack groups of Pawniard and Bisharp, gathering metal from them in order to create a large and sturdy hammer.",380,0.8661417322834646,0.7299270072992701,173.55555555555554,84.42857142857143,3,Low,Very Low,Low,Very Low,Medium,Medium,Low
959,tinkaton,7,1128,85,75,77,70,105,94,"{fairy,steel}",501,"This intelligent Pokémon has a very daring disposition. It knocks rocks into the sky with its hammer, aiming for flying Corviknight.",506,0.8685714285714285,0.7967032967032966,144.55555555555557,161.14285714285714,3,Medium,Low,Medium,Medium,High,High,High
960,wiglett,12,18,10,55,25,35,25,95,{water},502,This Pokémon can pick up the scent of a Veluza just over 65 feet away and will hide itself in the sand.,245,1.3333333333333333,1.8,770.1388888888888,1.5,2,Very Low,Very Low,Very Low,Very Low,Very Low,High,Very Low
961,wugtrio,12,54,35,100,50,50,70,120,{water},502,"It has a vicious temperament, contrary to what its appearance may suggest. It wraps its long bodies around prey, then drags the prey into its den.",425,1.25,1.25,903.4722222222223,4.5,2,Very Low,Medium,Very Low,Low,Medium,High,Medium
962,bombirdier,15,429,70,103,85,60,85,82,"{flying,dark}",503,"It gathers things up in an apron made from shed feathers added to the Pokémon’s chest feathers, then drops those things from high places for fun.",485,1.296551724137931,0.9588235294117647,179.80555555555554,28.6,1,Medium,High,Medium,Low,Medium,Medium,High
963,finizen,13,602,70,45,40,45,40,75,{water},504,It likes playing with others of its kind using the water ring on its tail. It uses ultrasonic waves to sense the emotions of other living creatures.,315,1.0,1.125,206.25,46.30769230769231,2,Medium,Very Low,Very Low,Very Low,Very Low,Medium,Low
964,palafin,13,602,100,70,72,53,62,100,{water},504,This Pokémon changes its appearance if it hears its allies calling for help. Palafin will never show anybody its moment of transformation.,457,1.2347826086956522,0.917910447761194,321.47222222222223,46.30769230769231,2,High,Low,Medium,Low,Low,High,Medium
